title,url,author,year,price 
Sad Little Men: Private Schools and the Ruin of England,https://www.amazon.co.uk/Sad-Little-Men-Private-Schools/dp/B097RY66K4/ref=sr_1_654?qid=1683454703&s=books&sr=1-654,Richard Beard,Unknown,£10.75
The High 5 Habit: Take Control of Your Life with One Simple Habit,https://www.amazon.co.uk/High-Habit-Take-Control-Simple/dp/1788177622/ref=sr_1_655?qid=1683454703&s=books&sr=1-655,Mel Robbins,3 Jan 2023,£14.99
Bounce: The of Myth of Talent and the Power of Practice,https://www.amazon.co.uk/Bounce-Myth-Talent-Power-Practice/dp/0007350546/ref=sr_1_656?qid=1683454703&s=books&sr=1-656,Matthew Syed,1 Apr 2011,£8.49
Cracking the Menopause: While Keeping Yourself Together,https://www.amazon.co.uk/Cracking-Menopause-Keeping-Yourself-Together/dp/B09541Y9V2/ref=sr_1_657?qid=1683454703&s=books&sr=1-657,Mariella Frostrup,Unknown,£14.99
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1NjE1MzI3MTYyMDMzNzE4OjE2ODM0NTQ3MDM6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_658_sspa%3Fqid%3D1683454703%26s%3Dbooks%26sr%3D1-658-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£6.00
Rest is Resistance: THE INSTANT NEW YORK TIMES BESTSELLER,https://www.amazon.co.uk/Rest-Resistance-yourself-culture-reclaim/dp/1783255153/ref=sr_1_659?qid=1683454703&s=books&sr=1-659,Tricia Hersey,13 Oct 2022,£11.00
Dirty Laundry: Why adults with ADHD are so ashamed and what we can do to help - THE SUNDAY TIMES BESTSELLER,https://www.amazon.co.uk/Dirty-Laundry-adults-ashamed-BESTSELLER/dp/1529915406/ref=sr_1_660?qid=1683454703&s=books&sr=1-660,Richard Pink,9 Mar 2023,£9.15
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo0MzMxMzczMDMwNjc1NjA5OjE2ODM0NTQ3MDU6c3BfYXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_658_sspa%3Fqid%3D1683454705%26s%3Dbooks%26sr%3D1-658-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.24
What Got You Here Won't Get You There: How successful people become even more successful,https://www.amazon.co.uk/What-Got-Here-Wont-There/dp/1846681375/ref=sr_1_659?qid=1683454705&s=books&sr=1-659,Marshall Goldsmith,12 Jun 2008,£8.26
"Tom Gates Series 1 & 2: 10 Books Collection Set By Liz Pichon(The Brilliant World of Tom Gates,Excellent Excuses,Everythings Amazing,Genius Ideas,Absolutely Fantastic,Extra Special Treats and more",https://www.amazon.co.uk/Tom-Gates-Collection-Everythings-Absolutely/dp/9123898127/ref=sr_1_660?qid=1683454705&s=books&sr=1-660,Liz Pichon,1 Jan 2019,£9.99
Journey to the Heart: Daily Meditations on the Path to Freeing Your Soul,https://www.amazon.co.uk/Journey-Heart-Daily-Meditations-Freeing/dp/0062511211/ref=sr_1_661?qid=1683454705&s=books&sr=1-661,Melody Beattie,1 Jun 2010,£0.00
Gene Keys: Embracing Your Higher Purpose (New Edition),https://www.amazon.co.uk/Gene-Keys-Embracing-Higher-Purpose/dp/1780285426/ref=sr_1_662?qid=1683454705&s=books&sr=1-662,Richard Rudd,15 May 2015,£18.29
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo0MzMxMzczMDMwNjc1NjA5OjE2ODM0NTQ3MDU6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_663_sspa%3Fqid%3D1683454705%26s%3Dbooks%26sr%3D1-663-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£4.74
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo0MzMxMzczMDMwNjc1NjA5OjE2ODM0NTQ3MDU6c3BfbXRmX2Jyb3dzZToyMDA5NDMzNTA0MDE5ODo6MDo6&url=%2FGreatest-Self-Help-Book-one-written%2Fdp%2F1035005182%2Fref%3Dsr_1_664_sspa%3Fqid%3D1683454705%26s%3Dbooks%26sr%3D1-664-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Vex King,8 Dec 2022,£8.99
I Want to Die but I Want to Eat Tteokbokki: the bestselling South Korean therapy memoir,https://www.amazon.co.uk/Want-Die-but-Eat-Tteokbokki/dp/152665086X/ref=sr_1_665?qid=1683454705&s=books&sr=1-665,Baek Sehee,23 Jun 2022,£49.99
The Wellbeing Journal: Creative Activities to Inspire (Wellbeing Guides),https://www.amazon.co.uk/Wellbeing-Journal-Creative-Activities-Inspire/dp/1782438009/ref=sr_1_666?qid=1683454705&s=books&sr=1-666,MIND,4 May 2017,£9.99
Angels in Your Presence,https://www.amazon.co.uk/Angels-Your-Presence-Omar-Suleiman/dp/1847741509/ref=sr_1_667?qid=1683454705&s=books&sr=1-667,Omar Suleiman,13 Apr 2021,£10.99
"Fuck It: A Guided Self-Love and Gratitude Journal for Women to Unfuck Your Life, Exhale the Bullshit, and Love Who You Are (Cute Self Care & Self Help Books)",https://www.amazon.co.uk/Fuck-Self-Love-Gratitude-Journal-Bullshit/dp/B0C2RH7K8N/ref=sr_1_668?qid=1683454705&s=books&sr=1-668,Gentle Root Co,20 Apr 2023,£0.00
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo0MzMxMzczMDMwNjc1NjA5OjE2ODM0NTQ3MDU6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_669_sspa%3Fqid%3D1683454705%26s%3Dbooks%26sr%3D1-669-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£22.89
How (Not) to Be Strong,https://www.amazon.co.uk/How-Not-to-Be-Strong/dp/B09RSZJ9S8/ref=sr_1_670?qid=1683454705&s=books&sr=1-670,Alex Scott,Unknown,£4.99
"Life Time: The New Science of the Body Clock, and How It Can Revolutionize Your Sleep and Health",https://www.amazon.co.uk/Life-Time-Science-Revolutionize-Health/dp/024152931X/ref=sr_1_671?qid=1683454705&s=books&sr=1-671,Russell Foster,5 Jan 2023,£10.99
The Times Ultimate Killer Su Doku Book 15: 200 of the deadliest Su Doku puzzles (The Times Su Doku),https://www.amazon.co.uk/Times-Ultimate-Killer-Doku-Book/dp/0008535876/ref=sr_1_672?qid=1683454705&s=books&sr=1-672,The Times Mind Games,5 Jan 2023,£19.39
The World’s Fittest Cookbook,https://www.amazon.co.uk/Worlds-Fittest-Cookbook-Ross-Edgley/dp/0008465614/ref=sr_1_673?qid=1683454705&s=books&sr=1-673,Ross Edgley,6 Jan 2022,£19.99
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo0MzMxMzczMDMwNjc1NjA5OjE2ODM0NTQ3MDU6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_674_sspa%3Fqid%3D1683454705%26s%3Dbooks%26sr%3D1-674-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£7.99
Don't Sweat the Small Stuff: Simple ways to Keep the Little Things from Overtaking Your Life: Simple Ways to Keep the Little Things from Taking Over Your Life,https://www.amazon.co.uk/Dont-Sweat-Small-Stuff-Overtaking/dp/0340708018/ref=sr_1_675?qid=1683454705&s=books&sr=1-675,Richard Carlson,5 Feb 1998,£19.99
"F*ck You Chaos: Declutter Your Home, Mind and Finances to Discover More Happiness, Calm, Purpose and Abundance",https://www.amazon.co.uk/You-Chaos-Declutter-Happiness-Abundance/dp/1739756207/ref=sr_1_676?qid=1683454705&s=books&sr=1-676,Dominika Choroszko,19 May 2022,£0.00
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNzM1ODU4NTIzOTIwMTY1OjE2ODM0NTQ3MDg6c3BfYXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_674_sspa%3Fqid%3D1683454708%26s%3Dbooks%26sr%3D1-674-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.24
"How to Be Love(d): Simple Truths for Going Easier on Yourself, Embracing Imperfection & Loving Your Way to a Better Life",https://www.amazon.co.uk/How-Be-Love-Embracing-Imperfection/dp/1401969909/ref=sr_1_675?qid=1683454708&s=books&sr=1-675,Humble the Poet,27 Dec 2022,£16.41
The Art of Gathering: How We Meet and Why It Matters,https://www.amazon.co.uk/Art-Gathering-How-Meet-Matters/dp/0241973848/ref=sr_1_676?qid=1683454708&s=books&sr=1-676,Priya Parker,16 May 2019,£19.99
Make Life Beautiful Extended Edition,https://www.amazon.co.uk/Make-Life-Beautiful-Extended-McGee/dp/0785290273/ref=sr_1_677?qid=1683454708&s=books&sr=1-677,McGee,12 May 2022,£0.00
Saint Benedict's Prayer Book for Beginners,https://www.amazon.co.uk/Saint-Benedicts-Prayer-Book-Beginners/dp/0852442580/ref=sr_1_678?qid=1683454708&s=books&sr=1-678,Ampleforth,1 May 1994,£19.29
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNzM1ODU4NTIzOTIwMTY1OjE2ODM0NTQ3MDg6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_679_sspa%3Fqid%3D1683454708%26s%3Dbooks%26sr%3D1-679-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£9.49
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNzM1ODU4NTIzOTIwMTY1OjE2ODM0NTQ3MDg6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_680_sspa%3Fqid%3D1683454708%26s%3Dbooks%26sr%3D1-680-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£19.99
Wisdom Of The Oracle Divination Cards: Ask And Know,https://www.amazon.co.uk/Wisdom-Oracle-Divination-Cards-Know/dp/1401946429/ref=sr_1_681?qid=1683454708&s=books&sr=1-681,Colette Baron-Reid,29 Sept 2015,£10.11
"You, Happier: The 7 Neuroscience Secrets of Feeling Good Based on Your Brain Type",https://www.amazon.co.uk/You-Happier-Neuroscience-Secrets-Feeling/dp/B09SQCFN7V/ref=sr_1_682?qid=1683454708&s=books&sr=1-682,Daniel Amen,Unknown,£10.99
"How to Clean Everything: A practical, down to earth guide for anyone who doesn't know where to start",https://www.amazon.co.uk/How-Clean-Everything-practical-anyone-ebook/dp/B09VD9J678/ref=sr_1_683?qid=1683454708&s=books&sr=1-683,Ann Russell,1 Sept 2022,£0.00
Stillness Is the Key,https://www.amazon.co.uk/Stillness-Is-the-Key/dp/B07XK9ZLP9/ref=sr_1_684?qid=1683454708&s=books&sr=1-684,Ryan Holiday,Unknown,£25.99
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNzM1ODU4NTIzOTIwMTY1OjE2ODM0NTQ3MDg6c3BfbXRmX2Jyb3dzZToyMDA5NDMzNTA0MDE5ODo6MDo6&url=%2FGreatest-Self-Help-Book-one-written%2Fdp%2F1035005182%2Fref%3Dsr_1_685_sspa%3Fqid%3D1683454708%26s%3Dbooks%26sr%3D1-685-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Vex King,8 Dec 2022,£5.99
The Vegetable Grower's Handbook: Unearth Your Garden's Full Potential,https://www.amazon.co.uk/Vegetable-Growers-Handbook-Unearth-Potential/dp/0241481325/ref=sr_1_686?qid=1683454708&s=books&sr=1-686,Huw Richards,3 Mar 2022,£10.99
Overcoming Anxiety (Overcoming Books): A self-help guide using cognitive behavioural techniques,https://www.amazon.co.uk/Overcoming-Anxiety-Books-Prescription-Title/dp/1849018782/ref=sr_1_687?qid=1683454708&s=books&sr=1-687,Helen Kennerley,16 Jan 2014,£15.00
"Nancy Birtwhistle Collection 2 Books Set (Clean & Green, Green Living Made Easy)",https://www.amazon.co.uk/Nancy-Birtwhistle-Collection-Books-Living/dp/9124206571/ref=sr_1_688?qid=1683454708&s=books&sr=1-688,Nancy Birtwhistle,14 Mar 2022,£20.00
The Status Game: On Human Life and How to Play It,https://www.amazon.co.uk/Status-Game-Social-Position-How/dp/B097TV68WL/ref=sr_1_689?qid=1683454708&s=books&sr=1-689,Will Storr,Unknown,£0.00
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNzM1ODU4NTIzOTIwMTY1OjE2ODM0NTQ3MDg6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_690_sspa%3Fqid%3D1683454708%26s%3Dbooks%26sr%3D1-690-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£23.09
Remember: The Science of Memory and the Art of Forgetting,https://www.amazon.co.uk/Remember-Science-Memory-Art-Forgetting-ebook/dp/B08YHZ4ZR6/ref=sr_1_691?qid=1683454708&s=books&sr=1-691,Lisa Genova,2 Sept 2021,£9.99
"Working Hard, Hardly Working: How to achieve more, stress less and feel fulfilled: THE #1 SUNDAY TIMES BESTSELLER",https://www.amazon.co.uk/Working-Hard-Hardly-fulfilled-BESTSELLER/dp/1529159008/ref=sr_1_692?qid=1683454708&s=books&sr=1-692,Grace Beverley,14 Apr 2022,£18.99
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3MTIwMTU0MDQ3OTMyMTMzOjE2ODM0NTQ3MTA6c3BfYXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_690_sspa%3Fqid%3D1683454710%26s%3Dbooks%26sr%3D1-690-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.24
This Time You Save Yourself,https://www.amazon.co.uk/This-Time-You-Save-Yourself/dp/0645545589/ref=sr_1_691?qid=1683454710&s=books&sr=1-691,Zara Bas,3 Nov 2022,£12.24
"Emotional Agility: Get Unstuck, Embrace Change and Thrive in Work and Life",https://www.amazon.co.uk/Emotional-Agility-Unstuck-Embrace-Change/dp/0241976588/ref=sr_1_692?qid=1683454710&s=books&sr=1-692,Susan David,3 Aug 2017,£7.34
Legacy,https://www.amazon.co.uk/Legacy/dp/B00FK6ZL44/ref=sr_1_693?qid=1683454710&s=books&sr=1-693,James Kerr,Unknown,£12.24
Behavior Modification: Principles and Procedures,https://www.amazon.co.uk/Behavior-Modification-Principles-Raymond-Miltenberger/dp/1305109392/ref=sr_1_694?qid=1683454710&s=books&sr=1-694,Raymond Miltenberger,5 Feb 2015,£9.65
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3MTIwMTU0MDQ3OTMyMTMzOjE2ODM0NTQ3MTA6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_695_sspa%3Fqid%3D1683454710%26s%3Dbooks%26sr%3D1-695-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£10.99
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3MTIwMTU0MDQ3OTMyMTMzOjE2ODM0NTQ3MTA6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_696_sspa%3Fqid%3D1683454710%26s%3Dbooks%26sr%3D1-696-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£0.00
"Act Like a Lady, Think Like a Man, Expanded Edition: What Men Really Think About Love, Relationships, Intimacy, and Commitment",https://www.amazon.co.uk/Like-Lady-Think-Expanded-Relationships/dp/0062359975/ref=sr_1_697?qid=1683454710&s=books&sr=1-697,Steve Harvey,11 Sept 2014,£19.99
"Fierce Conversations: Achieving success in work and in life, one conversation at a time",https://www.amazon.co.uk/Fierce-Conversations-Achieving-success-conversation/dp/0349417369/ref=sr_1_698?qid=1683454710&s=books&sr=1-698,Susan Scott,1 Jun 2017,£5.99
Good Mourning: Honest conversations about grief and loss,https://www.amazon.co.uk/Good-Mourning-Honest-conversations-about/dp/1922616311/ref=sr_1_699?qid=1683454710&s=books&sr=1-699,Sally Douglas,9 Mar 2023,£10.99
"Creativity, Inc.: an inspiring look at how creativity can - and should - be harnessed for business success by the founder of Pixar",https://www.amazon.co.uk/Creativity-Inc-Overcoming-Unseen-Inspiration/dp/0593070097/ref=sr_1_700?qid=1683454710&s=books&sr=1-700,Ed Catmull,8 Apr 2014,£0.00
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3MTIwMTU0MDQ3OTMyMTMzOjE2ODM0NTQ3MTA6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_701_sspa%3Fqid%3D1683454710%26s%3Dbooks%26sr%3D1-701-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£10.99
The ADHD Effect on Marriage: Understand and Rebuild Your Relationship in Six Steps,https://www.amazon.co.uk/ADHD-Effect-Marriage-Relationship-Assertiveness/dp/1886941971/ref=sr_1_702?qid=1683454710&s=books&sr=1-702,Melissa Orlov (author),1 Sept 2010,£9.99
Discipline Equals Freedom: Field Manual: Mk1 MOD1,https://www.amazon.co.uk/Discipline-Equals-Freedom-Manual-Mk1-Mod1/dp/1250274435/ref=sr_1_703?qid=1683454710&s=books&sr=1-703,Jocko Willink,1 Nov 2020,£12.99
On Grief and Grieving: Finding the Meaning of Grief Through the Five Stages of Loss,https://www.amazon.co.uk/Grief-Grieving-Finding-Meaning-Through/dp/1471139883/ref=sr_1_704?qid=1683454710&s=books&sr=1-704,Elisabeth Kubler-Ross  David Kessler,14 Aug 2014,£5.99
The Manifestation Journal: Achieve Your Potential and Create the Reality You Desire (Mind Body Spirit),https://www.amazon.co.uk/Manifestation-Journal-Achieve-Potential-Reality/dp/1789294657/ref=sr_1_705?qid=1683454710&s=books&sr=1-705,Gill Thackray,24 Nov 2022,£64.99
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3MTIwMTU0MDQ3OTMyMTMzOjE2ODM0NTQ3MTA6c3BfbXRmX2Jyb3dzZToyMDA5NDMzNTA0MDE5ODo6MDo6&url=%2FGreatest-Self-Help-Book-one-written%2Fdp%2F1035005182%2Fref%3Dsr_1_706_sspa%3Fqid%3D1683454710%26s%3Dbooks%26sr%3D1-706-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Vex King,8 Dec 2022,£69.99
"Gaslighting & Narcissistic Abuse Recovery: Recover from Emotional Abuse, Recognize Narcissists & Manipulators and Break Free Once and for All",https://www.amazon.co.uk/Gaslighting-Narcissistic-Abuse-Recovery-Manipulators/dp/B091F1BDNK/ref=sr_1_707?qid=1683454710&s=books&sr=1-707,Don Barlow,1 Apr 2021,£6.00
Unraveled: A love letter to those finding their way: 1 (The Undoing),https://www.amazon.co.uk/Unraveled-letter-those-finding-Undoing/dp/1662870779/ref=sr_1_708?qid=1683454710&s=books&sr=1-708,Deanna Lorea,30 Apr 2023,£13.26
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3NDYyNjk0NzY2OTI3ODAwOjE2ODM0NTQ3MTI6c3BfYXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_706_sspa%3Fqid%3D1683454712%26s%3Dbooks%26sr%3D1-706-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.24
"Your Weight Is Not the Problem: A simple, no-diet plan for healthy habits that stick",https://www.amazon.co.uk/Your-Weight-Not-Problem-no-diet/dp/1922616494/ref=sr_1_707?qid=1683454712&s=books&sr=1-707,Lyndi Cohen,12 Jan 2023,£13.60
SELF-HELP FOR YOUR NERVES: Learn to relax and enjoy life again by overcoming stress and fear,https://www.amazon.co.uk/Self-Help-Your-Nerves-overcoming-stress/dp/0722531559/ref=sr_1_708?qid=1683454712&s=books&sr=1-708,Dr. Claire Weekes,31 Dec 2015,£16.99
The Denial of Death: Ernest Becker,https://www.amazon.co.uk/Denial-Death-Ernest-Becker/dp/1788164261/ref=sr_1_709?qid=1683454712&s=books&sr=1-709,Ernest Becker,5 Mar 2020,£0.00
A Book of Secrets: Finding Solace in a Stubborn World,https://www.amazon.co.uk/Book-Secrets-Finding-Solace-Stubborn/dp/B095J598R5/ref=sr_1_710?qid=1683454712&s=books&sr=1-710,Derren Brown,Unknown,£15.69
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3NDYyNjk0NzY2OTI3ODAwOjE2ODM0NTQ3MTI6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_711_sspa%3Fqid%3D1683454712%26s%3Dbooks%26sr%3D1-711-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£6.99
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3NDYyNjk0NzY2OTI3ODAwOjE2ODM0NTQ3MTI6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_712_sspa%3Fqid%3D1683454712%26s%3Dbooks%26sr%3D1-712-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£16.99
Unf*ck Yourself: Get Out of Your Head and into Your Life,https://www.amazon.co.uk/Unf-Yourself-Your-Head-into/dp/B071GRZWPQ/ref=sr_1_713?qid=1683454712&s=books&sr=1-713,Gary John Bishop,Unknown,£6.98
"The Noom Mindset: Learn the Science, Lose the Weight: the PERFECT DIET to change your relationship with food ... for good!",https://www.amazon.co.uk/Noom-Mindset-Learn-Science-Weight/dp/1472297970/ref=sr_1_714?qid=1683454712&s=books&sr=1-714,Noom Inc.,27 Dec 2022,£8.99
Mr Stink,https://www.amazon.co.uk/Mr-Stink/dp/B003OXR01M/ref=sr_1_715?qid=1683454712&s=books&sr=1-715,David Walliams,Unknown,£2.99
"I Am Stronger Than Anxiety: Children’s Book about Overcoming Worries, Stress and Fear (World of Kids Emotions)",https://www.amazon.co.uk/Stronger-Than-Anxiety-Childrens-Overcoming/dp/B08ZD6TCZ5/ref=sr_1_716?qid=1683454712&s=books&sr=1-716,Elizabeth Cole,17 Mar 2021,£8.99
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo3NDYyNjk0NzY2OTI3ODAwOjE2ODM0NTQ3MTI6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_717_sspa%3Fqid%3D1683454712%26s%3Dbooks%26sr%3D1-717-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£9.75
