title,url,author,year,price
Inner Alignment Soul Retrieval for Childhood Trauma: a six-layered approach to address the root cause of anxiety and depression,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxODk0NDA4MDIwNDk1OTY4OjE2ODM0NTQ2MTY6c3BfYXRmX2Jyb3dzZToyMDEwNzM1NTk1MDQ5ODo6MDo6&url=%2FAlignment-Retrieval-Healing-Childhood-Trauma-ebook%2Fdp%2FB09JV8QBXX%2Fref%3Dsr_1_82_sspa%3Fqid%3D1683454616%26s%3Dbooks%26sr%3D1-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Kimberly Beekman,18 Oct 2021,£3.64
"The Salt Path: The 85-Week Sunday Times Bestseller from the Million-Copy Bestselling Author (Raynor Winn, 1)",https://www.amazon.co.uk/Salt-Path-bestseller-shortlisted-Wainwright/dp/1405937181/ref=sr_1_83?qid=1683454616&s=books&sr=1-83,Raynor Winn,31 Jan 2019,£9.90
The Wim Hof Method: The #1 Sunday Times Bestseller,https://www.amazon.co.uk/Wim-Hof-Method-Potential-Transcend/dp/1846046300/ref=sr_1_84?qid=1683454616&s=books&sr=1-84,Wim Hof,14 Apr 2022,£10.11
Helping Your Child with Fears and Worries 2nd Edition: A self-help guide for parents,https://www.amazon.co.uk/Helping-Your-Child-Fears-Worries/dp/1472138619/ref=sr_1_85?qid=1683454616&s=books&sr=1-85,Part of: Helping Your Child (4 books) ,11 Apr 2019,£10.99
Life in the UK Test 2023: The Essential Study Guide and 200+ Practice Questions For Life In The UK Test. 2023 Edition,https://www.amazon.co.uk/Life-Test-2023-Essential-Questions/dp/B0C1JCT943/ref=sr_1_86?qid=1683454616&s=books&sr=1-86,Max Arnold,5 Apr 2023,£5.99
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxODk0NDA4MDIwNDk1OTY4OjE2ODM0NTQ2MTY6c3BfbXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_87_sspa%3Fqid%3D1683454616%26s%3Dbooks%26sr%3D1-87-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£10.99
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxODk0NDA4MDIwNDk1OTY4OjE2ODM0NTQ2MTY6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_88_sspa%3Fqid%3D1683454616%26s%3Dbooks%26sr%3D1-88-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£0.00
Loss: Poems to better weather the many waves of grief,https://www.amazon.co.uk/Loss-Poems-better-weather-waves/dp/1785304429/ref=sr_1_89?qid=1683454616&s=books&sr=1-89,Donna Ashworth,4 Oct 2022,£11.99
The Female Body Bible: A Revolution in Women’s Health and Fitness,https://www.amazon.co.uk/Female-Body-Bible-Revolution-Fitness/dp/1787636194/ref=sr_1_90?qid=1683454616&s=books&sr=1-90,Dr Emma Ross,11 May 2023,£7.99
StrengthsFinder 2.0: From Gallup: By the New York Times Bestselling Author of Wellbeing,https://www.amazon.co.uk/StrengthsFinder-2-0-Upgraded-Discover-Strengths/dp/159562015X/ref=sr_1_91?qid=1683454616&s=books&sr=1-91,Gallup,1 Feb 2007,£9.99
Chicken Boy: My Life With Hens,https://www.amazon.co.uk/Chicken-Boy-My-Life-Hens/dp/0241573653/ref=sr_1_92?qid=1683454616&s=books&sr=1-92,Arthur Parkinson,6 Apr 2023,£0.00
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxODk0NDA4MDIwNDk1OTY4OjE2ODM0NTQ2MTY6c3BfbXRmX2Jyb3dzZToyMDA5NDMzNTA0MDE5ODo6MDo6&url=%2FGreatest-Self-Help-Book-one-written%2Fdp%2F1035005182%2Fref%3Dsr_1_93_sspa%3Fqid%3D1683454616%26s%3Dbooks%26sr%3D1-93-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Vex King,8 Dec 2022,£12.99
"All About Love: New Visions: 1 (Love Song to the Nation, 1)",https://www.amazon.co.uk/All-About-Love-Visions-Paperback/dp/0060959479/ref=sr_1_94?qid=1683454616&s=books&sr=1-94,Part of: Love Song to the Nation (3 books) ,10 Mar 2016,£4.99
Breaking Free: Unleashing Your Potential by Overcoming Procrastination,https://www.amazon.co.uk/Breaking-Free-Unleashing-Overcoming-Procrastination-ebook/dp/B0C2KTKXGB/ref=sr_1_95?qid=1683454616&s=books&sr=1-95,A BAYAR,14 Apr 2023,£9.99
How to Meet Your Self: The Workbook for Self-Discovery,https://www.amazon.co.uk/Meet-Your-Self-Nicole-LePera/dp/1398710733/ref=sr_1_96?qid=1683454616&s=books&sr=1-96,Nicole LePera,8 Dec 2022,£11.06
A Mindfulness Guide for the Frazzled,https://www.amazon.co.uk/Mindfulness-Guide-Frazzled-Ruby-Wax-ebook/dp/B015TTT0JI/ref=sr_1_97?qid=1683454616&s=books&sr=1-97,Ruby Wax,7 Jan 2016,£12.99
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxODk0NDA4MDIwNDk1OTY4OjE2ODM0NTQ2MTY6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_98_sspa%3Fqid%3D1683454616%26s%3Dbooks%26sr%3D1-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£0.00
The Tools,https://www.amazon.co.uk/Tools-Phil-Stutz/dp/1785044575/ref=sr_1_99?qid=1683454616&s=books&sr=1-99,Phil Stutz,22 Dec 2022,£19.99
"The Green Gardening Handbook: Grow, Eat and Enjoy",https://www.amazon.co.uk/Green-Gardening-Handbook-Grow-Enjoy/dp/1035003716/ref=sr_1_100?qid=1683454616&s=books&sr=1-100,Nancy Birtwhistle,2 Mar 2023,£4.99
"Choose Joy: Relieve Burnout, Focus on Your Happiness, and Infuse More Joy into Your Everyday Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMDk5NDE1NTYwMjA0MTA5OjE2ODM0NTQ2MTg6c3BfYXRmX2Jyb3dzZToyMDE0Mjc5MDg2MTY5ODo6MDo6&url=%2FChoose-Joy-Relieve-Happiness-Everyday%2Fdp%2F1950968774%2Fref%3Dsr_1_98_sspa%3Fqid%3D1683454618%26s%3Dbooks%26sr%3D1-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Sophie Cliff,15 Nov 2022,£13.85
"The Human Being Diet: A blueprint for feasting and fasting your way to feeling, looking and being your best: A New Way of Feasting and Fasting for Energy, Health and Longevity",https://www.amazon.co.uk/Human-Being-Diet-blueprint-feasting/dp/1999343514/ref=sr_1_99?qid=1683454618&s=books&sr=1-99,Petronella Ravenshear,24 Nov 2018,£17.99
The 5 AM Club,https://www.amazon.co.uk/5AM-Club-Morning-Elevate-Life/dp/B07JV98GB7/ref=sr_1_100?qid=1683454618&s=books&sr=1-100,Robin Sharma,Unknown,£16.99
A Gentle Reminder,https://www.amazon.co.uk/Gentle-Reminder-Bianca-Sparacino/dp/1949759296/ref=sr_1_101?qid=1683454618&s=books&sr=1-101,Bianca Sparacino,21 Jul 2021,£9.99
I Will Teach You to Be Rich: The Journal: No Complicated Math. No More Procrastinating. Design Your Rich Life Today.,https://www.amazon.co.uk/Will-Teach-You-Be-Rich/dp/1523516879/ref=sr_1_102?qid=1683454618&s=books&sr=1-102,Ramit Sethi,1 Nov 2022,£16.99
Inner Alignment Soul Retrieval for Childhood Trauma: a six-layered approach to address the root cause of anxiety and depression,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMDk5NDE1NTYwMjA0MTA5OjE2ODM0NTQ2MTg6c3BfbXRmX2Jyb3dzZToyMDEwNzM1NTk1MDQ5ODo6MDo6&url=%2FAlignment-Retrieval-Healing-Childhood-Trauma-ebook%2Fdp%2FB09JV8QBXX%2Fref%3Dsr_1_103_sspa%3Fqid%3D1683454618%26s%3Dbooks%26sr%3D1-103-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Kimberly Beekman,18 Oct 2021,£0.00
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMDk5NDE1NTYwMjA0MTA5OjE2ODM0NTQ2MTg6c3BfbXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_104_sspa%3Fqid%3D1683454618%26s%3Dbooks%26sr%3D1-104-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£14.49
Landlines: The remarkable story of a thousand-mile journey across Britain from the million-copy bestselling author of The Salt Path,https://www.amazon.co.uk/Landlines-remarkable-thousand-mile-million-copy-bestselling/dp/1405947780/ref=sr_1_105?qid=1683454618&s=books&sr=1-105,Raynor Winn,11 May 2023,£13.41
"Change Your Space: Reclaim Your Home, Your Time and Your Mind",https://www.amazon.co.uk/Change-Your-Space-Reclaim-Home/dp/180129285X/ref=sr_1_106?qid=1683454618&s=books&sr=1-106,Dilly Carter,16 Mar 2023,£16.99
"Big Panda and Tiny Dragon: The beautifully illustrated Sunday Times bestseller about friendship and hope 2021 (Big Panda and Tiny Dragon, 1)",https://www.amazon.co.uk/Panda-Tiny-Dragon-James-Norbury/dp/0241529328/ref=sr_1_107?qid=1683454618&s=books&sr=1-107,James Norbury,16 Sept 2021,£7.99
"Fearless: The definitive how to guide for finding your style, boosting your confidence and living your best life from fashion sensation Trinny Woodall",https://www.amazon.co.uk/Fearless-definitive-boosting-confidence-sensation/dp/0008605432/ref=sr_1_108?qid=1683454618&s=books&sr=1-108,Trinny Woodall,14 Sept 2023,£16.99
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMDk5NDE1NTYwMjA0MTA5OjE2ODM0NTQ2MTg6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_109_sspa%3Fqid%3D1683454618%26s%3Dbooks%26sr%3D1-109-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£12.85
The Little Book of Self-Care for New Mums,https://www.amazon.co.uk/Little-Book-Self-Care-New-Mums/dp/1785041827/ref=sr_1_110?qid=1683454618&s=books&sr=1-110,Beccy Hands,4 Oct 2018,£0.00
Disney The Vintage Poster Collection Colouring Book,https://www.amazon.co.uk/Disney-Vintage-Poster-Collection-Colouring/dp/1800784392/ref=sr_1_111?qid=1683454618&s=books&sr=1-111,Part of: Disney Colouring (5 books) ,16 Mar 2023,£6.39
You Are Not Alone: from the creator and host of Griefcast,https://www.amazon.co.uk/You-Are-Alone-Cariad-Lloyd/dp/1526621835/ref=sr_1_112?qid=1683454618&s=books&sr=1-112,Cariad Lloyd,19 Jan 2023,£7.33
"Happy Sexy Millionaire: Unexpected Truths about Fulfilment, Love and Success",https://www.amazon.co.uk/Happy-Sexy-Millionaire-Unexpected-Fulfilment/dp/1529301491/ref=sr_1_113?qid=1683454618&s=books&sr=1-113,Steven Bartlett,25 Mar 2021,£12.85
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMDk5NDE1NTYwMjA0MTA5OjE2ODM0NTQ2MTg6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_114_sspa%3Fqid%3D1683454618%26s%3Dbooks%26sr%3D1-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£12.25
Can't Hurt Me: Master Your Mind and Defy the Odds - Clean Edition,https://www.amazon.co.uk/Cant-Hurt-Me-Master-Clean/dp/1544507852/ref=sr_1_115?qid=1683454618&s=books&sr=1-115,David Goggins,10 Mar 2020,£14.99
Who Moved My Cheese: An Amazing Way to Deal with Change in Your Work and in Your Life,https://www.amazon.co.uk/Who-Moved-My-Cheese-Amazing/dp/0091816971/ref=sr_1_116?qid=1683454618&s=books&sr=1-116,Dr Spencer Johnson,4 Mar 1999,£3.64
Inner Alignment Soul Retrieval for Childhood Trauma: a six-layered approach to address the root cause of anxiety and depression,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1Nzg5NzY1NTc1NTM1NDY1OjE2ODM0NTQ2MjA6c3BfYXRmX2Jyb3dzZToyMDEwNzM1NTk1MDQ5ODo6MDo6&url=%2FAlignment-Retrieval-Healing-Childhood-Trauma-ebook%2Fdp%2FB09JV8QBXX%2Fref%3Dsr_1_114_sspa%3Fqid%3D1683454620%26s%3Dbooks%26sr%3D1-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Kimberly Beekman,18 Oct 2021,£3.64
"But What Can I Do?: Why Politics Has Gone so Wrong, and How You Can Help Fix It",https://www.amazon.co.uk/But-What-Can-Do-Politics/dp/B0BT1WMZG2/ref=sr_1_115?qid=1683454620&s=books&sr=1-115,Alastair Campbell,Unknown,£9.90
Nonviolent Communication -- A Language of Life: Life-Changing Tools for Healthy Relationships (Nonviolent Communication Guides),https://www.amazon.co.uk/Nonviolent-Communication-Language-Life-Guides/dp/189200528X/ref=sr_1_116?qid=1683454620&s=books&sr=1-116,Part of: Nonviolent Communication Guides (15 books) ,1 Sept 2015,£0.00
The Easy Way to Stop Smoking,https://www.amazon.co.uk/Easy-Way-Stop-Smoking/dp/B00PABUSC4/ref=sr_1_117?qid=1683454620&s=books&sr=1-117,Part of: Allen Carr's Easyway (39 books) ,Unknown,£27.99
"Change Your Brain Every Day: Simple Daily Practices to Strengthen Your Mind, Memory, Moods, Focus, Energy, Habits, and Relationships",https://www.amazon.co.uk/Change-Your-Brain-Every-Relationships/dp/B0BTDWXS1R/ref=sr_1_118?qid=1683454620&s=books&sr=1-118,Daniel Amen,Unknown,£18.99
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1Nzg5NzY1NTc1NTM1NDY1OjE2ODM0NTQ2MjA6c3BfbXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_119_sspa%3Fqid%3D1683454620%26s%3Dbooks%26sr%3D1-119-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£22.00
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1Nzg5NzY1NTc1NTM1NDY1OjE2ODM0NTQ2MjA6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_120_sspa%3Fqid%3D1683454620%26s%3Dbooks%26sr%3D1-120-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£9.99
"Catching Fire: The Hunger Games, Book 2",https://www.amazon.co.uk/Catching-Fire-Hunger-Games-Book/dp/B07T6BQ68R/ref=sr_1_121?qid=1683454620&s=books&sr=1-121,Book 2 of 3: Hunger Games ,Unknown,£22.00
Create This Book 2: Volume 2,https://www.amazon.co.uk/Create-This-Book-2/dp/0692168729/ref=sr_1_122?qid=1683454620&s=books&sr=1-122,Moriah Elizabeth,2 Aug 2018,£13.99
The official DVSA theory test for large vehicles,https://www.amazon.co.uk/Official-Theory-Drivers-Large-Vehicles/dp/0115537279/ref=sr_1_123?qid=1683454620&s=books&sr=1-123,Driver and Vehicle Standards Agency,27 Jan 2020,£18.95
Enchantment: Reawakening Wonder in an Exhausted Age,https://www.amazon.co.uk/Enchantment-Reawakening-Wonder-Exhausted-Age/dp/0571378331/ref=sr_1_124?qid=1683454620&s=books&sr=1-124,Katherine May,9 Mar 2023,£9.49
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1Nzg5NzY1NTc1NTM1NDY1OjE2ODM0NTQ2MjA6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_125_sspa%3Fqid%3D1683454620%26s%3Dbooks%26sr%3D1-125-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£18.95
"The Happiness Trap 2nd Edition: Stop Struggling, Start Living",https://www.amazon.co.uk/Happiness-Trap-2nd-Struggling-Living/dp/1472147170/ref=sr_1_126?qid=1683454620&s=books&sr=1-126,Russ Harris,7 Apr 2022,£0.00
Quiet: The Power of Introverts in a World That Can't Stop Talking,https://www.amazon.co.uk/Quiet-Power-Introverts-World-Talking/dp/0141029196/ref=sr_1_127?qid=1683454620&s=books&sr=1-127,Susan Cain,3 Jan 2013,£17.99
Just One Thing: How Simple Changes Can Transform Your Life,https://www.amazon.co.uk/Just-One-Thing-Changes-Transform/dp/B0B7XW1KM4/ref=sr_1_128?qid=1683454620&s=books&sr=1-128,Dr Michael Mosley,Unknown,£7.50
"Out of the Woods: A feel good collection of fables to teach and guide you through life, support your mental health, and inspire you",https://www.amazon.co.uk/Out-Woods-collection-through-support/dp/0008518289/ref=sr_1_129?qid=1683454620&s=books&sr=1-129,Betsy Griffin,10 Nov 2022,£10.99
"Choose Joy: Relieve Burnout, Focus on Your Happiness, and Infuse More Joy into Your Everyday Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1Nzg5NzY1NTc1NTM1NDY1OjE2ODM0NTQ2MjA6c3BfbXRmX2Jyb3dzZToyMDE0Mjc5MDg2MTY5ODo6MDo6&url=%2FChoose-Joy-Relieve-Happiness-Everyday%2Fdp%2F1950968774%2Fref%3Dsr_1_130_sspa%3Fqid%3D1683454620%26s%3Dbooks%26sr%3D1-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Sophie Cliff,15 Nov 2022,£5.99
"Green Living Made Easy: 101 Eco Tips, Hacks and Recipes to Save Time and Money",https://www.amazon.co.uk/Green-Living-Made-Easy-Recipes/dp/1529088380/ref=sr_1_131?qid=1683454620&s=books&sr=1-131,Nancy Birtwhistle,3 Mar 2022,£10.99
"How to Stop Overthinking: The 7-Step Plan to Control and Eliminate Negative Thoughts, Declutter Your Mind and Start Thinking Positively in 5 Minutes or Less",https://www.amazon.co.uk/How-Stop-Overthinking-Eliminate-Positively/dp/1098853377/ref=sr_1_132?qid=1683454620&s=books&sr=1-132,Chase Hill,15 May 2019,£0.00
"Choose Joy: Relieve Burnout, Focus on Your Happiness, and Infuse More Joy into Your Everyday Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo4NDExMjQ3MzE3MTk1MjQ0OjE2ODM0NTQ2MjM6c3BfYXRmX2Jyb3dzZToyMDE0Mjc5MDg2MTY5ODo6MDo6&url=%2FChoose-Joy-Relieve-Happiness-Everyday%2Fdp%2F1950968774%2Fref%3Dsr_1_130_sspa%3Fqid%3D1683454623%26s%3Dbooks%26sr%3D1-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Sophie Cliff,15 Nov 2022,£13.85
Mindset - Updated Edition: Changing The Way You think To Fulfil Your Potential,https://www.amazon.co.uk/Mindset-Updated-Changing-Fulfil-Potential/dp/147213995X/ref=sr_1_131?qid=1683454623&s=books&sr=1-131,Dr Carol Dweck,12 Jan 2017,£17.99
Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own in a Relationship,https://www.amazon.co.uk/Why-Men-Love-Bitches-Relationship/dp/1580627560/ref=sr_1_132?qid=1683454623&s=books&sr=1-132,Sherry Argov,1 Jan 2004,£10.99
Manifest: Dive Deeper: The No 5 Sunday Times Bestseller,https://www.amazon.co.uk/Manifest-Dive-Deeper-Roxie-Nafousi/dp/0241608007/ref=sr_1_133?qid=1683454623&s=books&sr=1-133,Roxie Nafousi,5 Jan 2023,£0.00
Healing Is the New High: A Guide to Overcoming Emotional Turmoil and Finding Freedom: THE #1 SUNDAY TIMES BESTSELLER,https://www.amazon.co.uk/Healing-New-High-Overcoming-BESTSELLER/dp/1788174771/ref=sr_1_134?qid=1683454623&s=books&sr=1-134,Vex King,13 Apr 2021,£9.99
Inner Alignment Soul Retrieval for Childhood Trauma: a six-layered approach to address the root cause of anxiety and depression,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo4NDExMjQ3MzE3MTk1MjQ0OjE2ODM0NTQ2MjM6c3BfbXRmX2Jyb3dzZToyMDEwNzM1NTk1MDQ5ODo6MDo6&url=%2FAlignment-Retrieval-Healing-Childhood-Trauma-ebook%2Fdp%2FB09JV8QBXX%2Fref%3Dsr_1_135_sspa%3Fqid%3D1683454623%26s%3Dbooks%26sr%3D1-135-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Kimberly Beekman,18 Oct 2021,£5.99
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo4NDExMjQ3MzE3MTk1MjQ0OjE2ODM0NTQ2MjM6c3BfbXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_136_sspa%3Fqid%3D1683454623%26s%3Dbooks%26sr%3D1-136-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£9.99
Think Like a Monk: The secret of how to harness the power of positivity and be happy now,https://www.amazon.co.uk/Think-Like-Monk-Train-Purpose/dp/0008386420/ref=sr_1_137?qid=1683454623&s=books&sr=1-137,Jay Shetty,8 Sept 2020,£9.74
"The Wild Silence: The Sunday Times Bestseller from the Million-Copy Bestselling Author of The Salt Path (Raynor Winn, 2)",https://www.amazon.co.uk/Wild-Silence-Sunday-Bestseller-author/dp/024140147X/ref=sr_1_138?qid=1683454623&s=books&sr=1-138,Raynor Winn,27 May 2021,£11.99
The Laws of Human Nature,https://www.amazon.co.uk/The-Laws-of-Human-Nature/dp/B07HGF52KB/ref=sr_1_139?qid=1683454623&s=books&sr=1-139,Robert Greene,Unknown,£9.99
Destination Fabulous: Finding your way to the best you yet,https://www.amazon.co.uk/Destination-Fabulous-Finding-your-best-ebook/dp/B0B4CWDSWJ/ref=sr_1_140?qid=1683454623&s=books&sr=1-140,Anna Murphy,2 Mar 2023,£11.99
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo4NDExMjQ3MzE3MTk1MjQ0OjE2ODM0NTQ2MjM6c3BfbXRmX2Jyb3dzZToyMDA5NDMzNTA0MDE5ODo6MDo6&url=%2FGreatest-Self-Help-Book-one-written%2Fdp%2F1035005182%2Fref%3Dsr_1_141_sspa%3Fqid%3D1683454623%26s%3Dbooks%26sr%3D1-141-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Vex King,8 Dec 2022,£9.00
"COACHING HABIT: Say Less, Ask More & Change the Way You Lead Forever",https://www.amazon.co.uk/Coaching-Habit-Less-Change-Forever/dp/0978440749/ref=sr_1_142?qid=1683454623&s=books&sr=1-142,BUNGAY STANIER,15 Feb 2016,£16.99
"Come as You Are: the bestselling guide to the new science that will transform your sex life: 1 (Come As You Are, 1)",https://www.amazon.co.uk/Come-You-Are-surprising-transform/dp/1925228010/ref=sr_1_143?qid=1683454623&s=books&sr=1-143,Dr Emily Nagoski,9 Apr 2015,£0.00
The Power Of Positive Thinking,https://www.amazon.co.uk/Power-Positive-Thinking-Norman-Vincent/dp/0749307153/ref=sr_1_144?qid=1683454623&s=books&sr=1-144,Norman Vincent Peale,21 May 1990,£10.99
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,https://www.amazon.co.uk/Atlas-Heart-Meaningful-Connection-Experience/dp/B09FFKW89M/ref=sr_1_145?qid=1683454623&s=books&sr=1-145,Brené Brown,Unknown,£7.99
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo4NDExMjQ3MzE3MTk1MjQ0OjE2ODM0NTQ2MjM6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_146_sspa%3Fqid%3D1683454623%26s%3Dbooks%26sr%3D1-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£16.99
"Cognitive Behavioral Therapy: Simple Techniques to Instantly Be Happier, Find Inner Peace, and Improve Your Life",https://www.amazon.co.uk/Cognitive-Behavioral-Therapy-Techniques-Depression/dp/B087R3WGTC/ref=sr_1_147?qid=1683454623&s=books&sr=1-147,Olivia Telford,27 Apr 2020,£11.75
The Pivot Year,https://www.amazon.co.uk/Pivot-Year-Brianna-Wiest/dp/1949759628/ref=sr_1_148?qid=1683454623&s=books&sr=1-148,Brianna Wiest,24 Apr 2023,£12.99
